"gene","p-adj-2-1","p-adj-3-1","p-adj-3-2","p-adj-4-1","p-adj-4-2","p-adj-4-3","p-adj-5-1","p-adj-5-2","p-adj-5-3","p-adj-5-4","mean-1","mean-2","mean-3","mean-4","mean-5","SEM-1","SEM-2","SEM-3","SEM-4","SEM-5","Q1-1","Q1-2","Q1-3","Q1-4","Q1-5","Q3-1","Q3-2","Q3-3","Q3-4","Q3-5","count-1","count-2","count-3","count-4","count-5","probe"
"POGK",0.975951693105586,0.0337310854364501,0.0983360713226906,0.0355937339690564,0.119611329514122,0.972906179660603,0,0,0.00357307369552884,4.05857386232e-06,2198.18037153285,2266.2262591954,2576.10455544554,2503.37438455285,3038.25601164384,69.1666274758161,54.6547513626365,94.5808570500245,66.9085809986079,111.645998390201,1632.0149,1754.7084,1961.4097,1790.418775,2122.28025,2565.5735,2656.250925,2914.8256,2948.2427,3641.227125,137,174,101,246,146,"cg14256814 cg26079320"
"ZNF514",0.741005543043777,0.00033457650976354,0.0104274704128231,0.000965899470616094,0.0418278276076516,0.807778072085919,0.0201530530326595,0.271906107683127,0.615658948935914,0.985769712198846,245.798482481752,262.390670114943,310.930126732673,295.457194715447,289.027026027397,7.41644871195636,8.41630201771885,12.4548329808064,8.3401203518332,10.7615538038775,187.0447,183.426325,214.0523,204.591675,190.604975,300.8969,320.931475,389.0178,348.528225,367.310225,137,174,101,246,146,"cg18793806 cg23721140"
"ZNF300",0.950120483900377,0.999991947588569,0.977538058248768,0.970913426586463,0.999832722832452,0.989260478748427,0,0,0,0,78.8199795620438,71.8014879310345,77.9646069306931,73.184206504065,153.295364383562,4.52323088475166,4.68186656388006,8.83402393975659,4.58982776940998,11.0848752659277,38.6945,28.993175,19.3115,23.4567,36.6002,104.2846,87.627625,106.6706,98.546725,207.939825,137,174,101,246,146,"cg12346881 cg19014419"
"RBAK",0.995176946218312,0.532392046076729,0.27858728604201,0.444321722371125,0.158986769895135,0.999663501949809,0.976855569603775,0.846818811329658,0.843018065636252,0.832322530736685,656.190108029197,646.273066666667,701.518164356436,696.313163414634,671.822053424657,15.2710322370554,15.8368871781342,25.2385343901797,13.7708022028328,21.8917315656161,528.0313,503.537375,523.7425,536.490175,482.633375,757.9877,728.82565,872.5884,799.048675,761.690675,137,174,101,246,146,"cg06914598 cg23512028"
"ZNF92",0.00020990186817027,0.014611540644087,0.97520173944222,0.0188151508327692,0.482706895558807,0.950349125780499,0.176052105404897,0,2.20453074439853e-06,2.14136356868622e-07,700.344457664234,1183.73299712644,1109.48372574257,1024.43164593496,439.655671917808,52.3061125388369,70.6297210683409,131.290022536612,81.1224570426019,23.9505361537466,394.8264,555.43425,368.4984,405.68815,287.14445,789.829,1494.624225,1293.2646,1076.0584,482.921075,137,174,101,246,146,""
"ZNF157",0.696828103197376,0.333942235417949,0.0150334390547844,0.0522540665310842,0.00011267752830213,0.995780174028046,0.00325561753828518,0.094354540526979,2.60409026164865e-06,0,1.95120218978102,2.31731666666667,1.34202475247525,1.23190975609756,3.01055068493151,0.150305585120753,0.230786874650441,0.226135506543346,0.0979388209988555,0.292071807514321,0.6006,0.4535,0,0,0.771825,2.6996,3.0096,1.2477,1.7764,3.97545,137,174,101,246,146,"cg03957435 cg13794642"
"ZNF182",0.0650351938646229,0.999999999563839,0.116455222030799,0.845581269421777,0.297069700255029,0.891586668296142,0.00274989928854452,0,0.00764071234356356,2.80272357455758e-06,226.672372992701,251.104454022989,226.742837623762,235.508741463415,191.597826027397,7.10560458139193,5.64271942910791,9.0141940523693,5.39711860658306,6.10049954729373,171.4143,196.5016,165.5897,170.932275,137.3494,271.4822,290.56915,270.401,285.7616,231.500575,137,174,101,246,146,""
"ZNF673",0.996490826697604,0.575163005108243,0.329231864313404,0.596809944455282,0.281292624840423,0.997204169174252,5.63085732832036e-05,8.53802354642275e-05,1.63044635903553e-07,0,205.59056350365,208.293451149425,192.747003960396,195.384748373984,241.505642465753,4.57168594523521,4.19550054047861,6.26928670722262,3.84890719971153,7.78927164293632,177.9335,172.149525,149.7924,153.375775,181.41835,237.3011,241.52835,225.6944,232.458125,288.124075,137,174,101,246,146,""
"ZNF41",0.99980304907161,0.847017510606546,0.736943430197393,0.290945847566786,0.146200453164899,0.970109825732052,0.0159016731151096,0.0153294748568882,0.000979786182107145,3.86364529481042e-07,324.099518978102,322.060590229885,337.942540594059,345.668023170732,285.594744520548,7.91237922158246,6.9483805644673,12.1468074698805,7.19829246531498,7.99525142023212,259.1691,257.985,263.0555,267.7173,214.0681,392.1633,388.076425,401.6812,407.918625,343.512925,137,174,101,246,146,"cg01887353"
"ZNF7",0.135548337293065,0.000141358276224746,0.104985720859989,0.00782578521037247,0.895800862357711,0.357081782327985,0.00102540806990259,0.404702252830999,0.916287974136056,0.84501372755615,530.019664233577,608.558382758621,698.64701980198,634.918233333333,666.401199315069,17.4242090659501,21.8399569537278,38.4878422580912,19.1324524842655,24.1679753352916,377.7281,410.422775,433.4134,439.619325,472.309425,613.1104,746.4465,824.5281,720.19225,797.435625,137,174,101,246,146,"cg13551243 cg20845050"
"ZNF214",0.00031158196492731,0.843207360328143,1.18613268884626e-05,0.812362953481248,0.00259720292764432,0.212011201523145,3.73687735245598e-05,0,0.0109750589015176,0,57.5558854014599,80.0776477011494,51.2069099009901,63.0307422764228,31.4425321917808,3.5285668076786,4.02259453441592,4.70685120486569,3.27242668672694,2.99104415395333,22.2552,34.782575,10.5837,14.753125,6.186225,88.9345,111.60975,78.4919,96.18825,43.485775,137,174,101,246,146,"cg08558873 cg22867063"
"ZNF215",0.107346387653726,0.0061604657237142,0.659380322907422,0.041600621578088,0.999590584053725,0.718116567116099,0.0021233765260249,0,0,0,24.7407839416058,17.8581649425287,13.675300990099,17.3503678861789,35.6419849315068,1.71603665540278,1.4139482731273,1.52966520405545,1.26571092582353,3.46641744045835,11.545,6.912225,4.7668,6.602875,8.5618,32.9247,22.342175,16.3117,18.560825,44.561975,137,174,101,246,146,"cg02416716 cg17074212"
"ZNF547",0.5097593825489,0.995084638885624,0.839246471716146,0.992657571867513,0.655353077244736,0.999999271519895,0.19593279581778,0.000989671122608504,0.121458359170697,0.0311063466436969,66.1522218978102,72.5320655172414,67.9607188118812,67.784043495935,57.075445890411,2.99955489084784,3.10339293349139,3.44638217081224,2.08706669972845,2.72039727940015,46.3948,47.3688,45.9858,48.81515,38.24275,75.5723,85.50375,84.4959,81.373075,69.887825,137,174,101,246,146,""
"ZNF773",0.999996120429814,0.99570823341992,0.991237989885954,0.999999557021059,0.999961349504717,0.995361155202002,0.993006756790691,0.985460332530537,0.999999996294737,0.991590315084468,162.836998540146,163.538745402299,158.114712871287,162.4564,157.974995205479,6.8198544487507,8.87479543504,6.94274118460748,6.78500075325497,6.1137328059979,117.8595,110.499425,111.7486,116.182375,107.14795,199.1525,193.0512,202.3599,195.648275,200.03175,137,174,101,246,146,""
"ZNF776",0.410569877193093,0.652207060145371,0.999853518075408,0.530847867488983,0.997181639347318,0.99996143351855,0.0200983412112911,6.97880787980942e-06,0.000310300420736542,5.4031925953435e-06,615.793174452555,705.562692528736,696.526236633663,690.419971544715,451.952730821918,31.715230002371,34.4210443923847,29.3966581844331,39.0249508407321,19.7762522280901,462.8882,510.714225,477.2242,475.994825,295.6527,715.1264,781.14355,858.8487,768.08905,545.555075,137,174,101,246,146,"cg02682905 cg14567401"
"ZNF256",0.809008449111971,0.99992506223613,0.784257786523061,0.989130139305135,0.945536825021796,0.977543020639638,0.658554294076216,0.997776852689732,0.641026064667762,0.832228523736444,138.184182481752,148.341048850575,136.7461,142.342258943089,151.241180821918,5.74700965563362,8.30522743360437,5.81632463253315,4.69817367340801,6.5296091498955,100.2971,97.602125,99.6399,98.973375,105.469675,159.8695,161.420225,169.2456,162.731425,183.328325,137,174,101,246,146,"cg02959669 cg20176532"
"ZNF599",7.97581460728614e-05,0.0423071485832207,0.76846879671282,0.435537203592399,0.00753269081667485,0.517618839199998,0.864434559326822,0.00398680002716101,0.301444592952672,0.972310292028032,97.7068664233577,119.515837356322,113.291532673267,105.40538902439,102.662097945205,2.72112912817017,3.11050707501541,5.06453561788287,2.49861904937702,4.23783502996365,77.3577,90.16065,79.2772,79.85135,71.993825,117.4053,141.48435,136.5276,127.436275,118.787375,137,174,101,246,146,""
"ZNF18",0.0806240262979641,0.448670413440402,0.000458834126342289,0.999961490969467,0.0190441972672929,0.398941731207484,0.0298739627088976,1.73240489065307e-07,0.864143146956688,0.012273713698382,212.230076642336,238.20003908046,192.628765346535,211.144445528455,181.322583561644,6.0339023790126,7.96795948767716,9.59035163291592,6.04398938404823,5.43070186520836,169.5078,167.91,147.4265,144.8998,141.651575,242.6273,291.61485,208.3987,244.753975,209.640775,137,174,101,246,146,""
"ZKSCAN2",0.000230236025395625,0.00191836663740852,0.999999858700595,0.44661049298551,0.0174519537027289,0.0672841517126443,0.0428550545297519,0,0,1.19609861541914e-05,269.386330656934,331.427535632184,331.876474257426,292.277381300813,226.98322260274,9.64791930241717,10.9137282447063,15.3727936239221,7.79743411978352,8.8922817127751,193.4851,223.60275,217.7515,203.601275,150.450775,316.1323,403.9719,428.471,357.06975,281.19975,137,174,101,246,146,""
"ZNF689",0.999657170906616,0.999235878432573,0.999993410693895,0.916382449173524,0.96052078101548,0.987997707510185,0.198386735917714,0.0950749920466574,0.17120680138099,0.00847348681951876,353.187546715328,370.828718390805,377.994021782178,423.455645121951,153.307841780822,34.6052397968677,45.5357586984061,37.3585657144565,80.0399473849786,7.38876307734944,188.2583,183.00485,195.5752,174.942175,94.526325,304.3778,374.677125,383.5327,341.827425,192.75705,137,174,101,246,146,"cg05467106 cg07125009"
"ZNF19",0.178434449550279,0.999999999902832,0.262251442997786,0.967251913473164,0.34682305744166,0.978242395035896,4.99664208941653e-06,0,3.62877679989104e-05,0,81.7558489051095,91.4838781609195,81.7788772277228,84.4173508130081,58.4917294520548,3.58468417019705,3.39525785535313,4.08698986513456,2.22622368013093,2.54453578960768,57.0547,62.86565,52.8056,59.197025,37.8627,93.5201,107.456625,102.5977,101.8443,70.8917,137,174,101,246,146,"cg07506795 cg11706111"
"ZNF230",0.786964967256348,0.957537331251395,0.998016768848895,0.999876300282289,0.781949903533042,0.969643273110609,0.136282284053179,0.0028135682276873,0.036534675796449,0.0405244705734028,131.610472992701,140.3269,137.731037623762,132.706740650407,113.000028767123,3.33149860315064,8.24843753890375,5.78826598502366,3.28549985401222,4.10651355897762,104.1224,100.6377,96.9977,99.461875,78.9865,159.9001,158.48865,178.8613,156.304275,132.88505,137,174,101,246,146,"cg14298780 cg18700516"
"ZNF222",0.996256441953321,0.983652610532223,0.899269592397193,0.998476678422298,0.949368709781288,0.997330317886988,0.999276706168779,0.999957895963052,0.94122275823899,0.979752433233715,74.5338459854015,72.2194494252874,78.4443762376238,76.2492674796748,72.9498520547945,2.82638205174969,6.79959003955142,4.40433951265105,2.96125513124685,3.16780310682126,53.9688,46.53685,50.6163,49.635975,47.1574,89.2566,79.447925,95.7786,86.966175,86.997675,137,174,101,246,146,"cg09757277 cg10604333"
"ZNF221",0.975777964749347,0.755819901932149,0.377889931796494,0.913239590404446,0.49389472000188,0.981627453521108,0.785577796272095,0.974846382424339,0.16075251961589,0.19258866885907,26.4766781021898,25.1049247126437,29.6310465346535,28.3139638211382,23.7431136986301,1.3931081279942,1.64635210260682,2.2045896858768,1.26260639914421,1.71382332401981,16.167,11.116775,13.9147,14.348425,10.496525,33.4728,31.075925,41.3975,37.059525,30.614125,137,174,101,246,146,"cg03227078 cg14990333"
"ZNF233",0.185617169776749,9.16345691770459e-07,0.00254483596884636,0.0347232185496301,0.980606620798759,0.00638948413088902,0.999998940399759,0.189683469392245,7.82263669174554e-07,0.0341762568171675,51.3719941605839,62.8200017241379,83.7674168316832,65.364943495935,51.625401369863,2.35922780479735,4.35782092759137,5.93412780397866,2.71191863497656,3.10284505257194,32.0293,32.648275,40.502,33.50425,24.724625,68.206,78.303925,110.6511,85.747375,71.00355,137,174,101,246,146,""
"ZNF235",0.645930437085395,0.91251746030082,0.199889399601023,0.994164568313028,0.783782908338279,0.679589686597403,0.0891127600403755,0.000520842852747228,0.601869293881365,0.00967178788386247,95.102397810219,88.669925862069,99.7137712871287,93.3160215447155,107.364621232877,2.71080681226009,3.25862632971018,4.2141504195135,2.34786052725514,4.22708050710038,73.1707,64.03245,70.2111,72.068525,73.5272,107.8389,105.528325,112.8557,106.2034,124.962375,137,174,101,246,146,"cg11038081 cg27541515"
"ZNF208",0.394633953446313,0.0163902667365834,0.464652107213523,0.89194235409693,0.83028867010016,0.0657518461216912,0.70335800200515,0.992245961625573,0.277775656495062,0.984678258373872,117.429984671533,81.6633505747126,45.012502970297,100.166959756098,90.4149465753425,12.7325595408176,9.16863382730788,8.90720093666277,14.2696238659941,17.5383697389263,29.4464,18.57935,10.4665,14.0479,8.362225,136.6209,88.643825,30.7557,55.53795,65.468275,137,174,101,246,146,""
"ZNF714",0.999971982049695,0.0834768632831862,0.0781015419144193,0.318764570969773,0.306518418481541,0.804791814808721,7.4389785617246e-05,3.50944676641429e-05,0.51757066474945,0.0127226907027653,196.958246715328,198.785418965517,247.409764356436,227.642748373984,278.200175342466,10.6312839313641,9.22851526587006,17.3430668203715,9.95558641133354,14.8685138121235,120.3731,130.032325,127.3525,125.488525,159.128125,242.2216,243.311425,309.3744,276.7582,333.737175,137,174,101,246,146,""
"ZNF394",0.764999187066975,0.416172047213442,0.947170644585879,0.450301243752303,0.991817314845768,0.994119770312913,0.0645134257362147,0.00067746675980751,0.000314847429199183,2.83267170373414e-05,390.432248905109,375.621612643678,365.424612871287,370.753036585366,425.029275342466,8.64914831984519,8.26792428940302,11.5661342898131,6.07874198089729,11.250075954073,328.4959,300.57505,294.3262,312.29685,333.333925,432.9019,436.8158,420.4616,422.7927,496.163125,137,174,101,246,146,"cg05575043 cg08652404"
"ZNF333",0.995048788536658,0.822718498282845,0.941066271697482,0.906808618198261,0.988435465723522,0.994692115487453,0.999868898576157,0.999343520350053,0.881288515138182,0.953371070492737,216.867764233577,212.961086781609,204.615493069307,208.731102845528,215.251079452055,6.53559299343379,6.38510840585124,8.51255754195503,4.76265787210735,9.68749149240888,171.216,157.235875,146.6781,151.73795,153.618925,255.9953,258.354725,247.776,253.510325,242.177975,137,174,101,246,146,"cg23824815 cg24102360"
"ZNF382",0.929460730262177,0.479211626888041,0.866951699113917,0.607219321788489,0.97287011179399,0.985753127587259,0.00553593990207379,0.0386414404845967,0.556240380536172,0.102276864653504,56.7315605839416,59.8699597701149,64.0345227722772,61.9493097560976,70.7149657534247,2.09144684065575,2.23090526382431,3.60722393184057,2.30202116795896,3.44695427257731,39.9424,39.81345,36.0656,38.7721,41.5071,71.1089,75.737525,85.8242,78.407025,87.433425,137,174,101,246,146,""
"ZNF577",0.00042457891992087,0.547321729528778,0.199144958348395,0.999995601189566,1.80461032274204e-05,0.403438503224028,0.971389316255284,0.00416593121665465,0.868066757100582,0.937186817677019,160.505261313869,219.044729885057,185.442444554455,159.62227195122,169.754284931507,7.33243963052732,13.3543205216598,14.2209799753208,6.38201317282167,8.62758458697086,98.3065,119.704375,71.1776,84.9026,101.7203,203.9054,254.493575,273.7738,209.868475,211.5471,137,174,101,246,146,"cg16731240 cg22472290"
"ZNF75A",0.173622703433717,0.88120546508121,0.836350048410644,0.321879551827563,0.985182559803113,0.963897231184128,0.387619602018816,0.000366483220009206,0.0739000876281914,0.000791367177511271,473.001428467153,533.90985,502.626577227723,521.494041869919,422.202402739726,18.1618634787453,19.7818586901438,25.314952220391,16.3631705436576,16.2674245925462,340.274,349.008275,306.8068,348.72385,299.2411,572.2502,689.920625,657.0088,622.649525,484.886475,137,174,101,246,146,"cg02825709"
"ZNF496",0.999607167371027,0.823897664366331,0.885027399587148,0.321334323050579,0.373065183172825,0.984771847758074,1.96913196859327e-09,0,4.55702325257157e-05,3.81185051501198e-06,304.943634306569,308.641870689655,327.032943564356,336.843024390244,421.335147260274,8.76010343981328,9.96045849202356,14.7357824189438,10.1365135232826,18.367053419939,221.5419,201.560075,219.2818,224.11125,280.611025,359.1889,384.650425,416.0234,423.0063,527.6027,137,174,101,246,146,"cg01184522 cg20377677"
"ZNF2",0.456506609458784,0.0397756325576291,0.606584134448388,0.667700609243473,0.989164836067318,0.307969299227608,0.999918386259724,0.531463270205813,0.0509275270443129,0.746855240117142,147.681040145985,155.070763218391,162.036214851485,153.22282804878,148.318905479452,2.52544125444478,3.00313080160536,4.43203933940019,2.31626394188532,3.73078752840544,128.1139,132.47375,130.9039,129.745925,115.647175,163.4518,179.74015,194.1125,173.62965,176.25415,137,174,101,246,146,""
"ZNF589",0.999845559695582,0.999957488883228,0.999999910244237,0.996812021964631,0.980361809993253,0.991881176603916,0.0158990435329335,0.00488721874740405,0.0240592850322463,0.0124426100845048,299.774299270073,301.800328735632,301.456846534653,295.698577235772,259.098278767123,8.16292248144559,6.89929593370755,12.4104446206088,7.68287381327299,9.20557349634033,228.7725,226.038875,206.7597,202.9157,178.657175,360.0031,371.36685,377.9325,362.604,303.809675,137,174,101,246,146,""
"PRDM9",0.999999999980697,0.999701107630515,0.999658839342881,0.999861078317464,0.999828781711359,0.999994558278096,0.247424640286101,0.193724832127994,0.234368234677413,0.0950997689747579,0.0716160583941606,0.0709632183908046,0.0244039603960396,0.0399731707317073,0.528495890410959,0.0280637110458672,0.0337687020726546,0.0116416307354162,0.0113418670252227,0.361843644243519,0,0,0,0,0,0,0,0,0,0,137,174,101,246,146,""
"ZNF12",0.999322367870743,0.999996501354957,0.99864476957683,0.980405431124508,0.905620169834649,0.992384735947397,0.0101290240421941,0.0117180238863562,0.0192673064094412,0.000196504757255078,906.613455474453,899.281892528736,908.856477227723,922.966503658537,800.740761643836,20.9118163804763,20.1342003394701,33.0683024137145,16.2867184844386,23.9177388932555,729.7188,716.58085,676.7889,731.951375,583.2373,1043.4487,1041.56335,1105.216,1052.022825,939.215125,137,174,101,246,146,"cg12592779 cg15240064"
"ZNF202",0.0159633284626814,0.000275705083902844,0.52195773584994,0.00973163498770746,0.999992452629187,0.423546528979005,0.0769215563180429,4.591437241519e-08,0,0,260.443102189781,226.762772413793,208.297589108911,227.473703252033,289.322721917808,6.80422113491915,5.57800957170495,7.57185128442204,7.02869985538667,9.15457464546472,207.5955,172.45805,154.962,162.958725,206.573925,294.5892,272.14645,247.6425,265.958925,338.9657,137,174,101,246,146,"cg05236037 cg10448528"
"ZNF3",0.996960152735822,0.159092056259807,0.241087253964087,0.537081865181745,0.716473290710863,0.796169477479414,0.840128277807687,0.946127407499454,0.665516363708012,0.994866897376277,859.032713868613,869.579296551724,938.393164356436,902.96701097561,891.923433561644,21.5525466229397,19.0624777926115,30.4632286194751,16.9617973390337,22.7578953062299,706.3286,698.580575,735.847,727.531625,692.428325,960.5832,1002.8374,1123.8976,1047.28905,1035.723275,137,174,101,246,146,"cg00929606 cg20150743"
"ZNF606",0.0185193859437935,0.730391253822869,0.555356125179565,0.0278236685069566,0.995542768907157,0.703217117016434,0.44143169781518,1.0465970182727e-05,0.0411522442257626,1.02356056634889e-05,402.159008759124,496.317703448276,445.620395049505,486.206325203252,348.290943150685,16.8006980613544,22.9734044662677,20.9291222593173,21.3951277049991,14.2453656743594,297.0815,343.191475,305.6717,325.5773,235.6014,478.7925,576.32265,546.4369,559.220175,423.5988,137,174,101,246,146,"cg12259537"
"ZNF91",0.297440166526247,1.96492015547278e-07,0.00032648572292393,0.0717915765005097,0.9807903892087,0.000825777610718559,6.10058242145328e-07,0,0,0,827.933606569343,933.234140229885,1181.18924851485,959.567657723577,518.907869863014,32.0682451426358,37.2137487397628,58.0223627466554,33.1325092932591,30.4138784577649,545.1613,599.01475,748.5294,606.6655,284.676575,1091.7105,1148.20565,1497.0511,1223.1259,631.106625,137,174,101,246,146,"cg07706362 cg21029904"
"ZNF226",0.747235164255501,0.988884817636738,0.975745186063091,0.999849361437454,0.74045954518243,0.995050438958385,0.0154112962726427,6.10949225607893e-05,0.0070628730951372,0.00190472877719561,325.712828467153,344.585544252874,334.387991089109,328.061463821138,274.712907534247,8.9297923637914,15.4089170063814,12.0178428013645,6.85258815895067,9.83135376022531,251.6241,244.93035,243.3693,255.99165,190.4869,397.0143,399.4679,420.4195,392.81195,329.419275,137,174,101,246,146,""
"ZNF229",0.880291507613099,0.957509087732169,0.999932852944204,0.999992515784674,0.853149552463045,0.955759473207652,0.0013012880766563,6.37609193376854e-06,0.000258159424581184,0.000101099313293052,163.689408759124,145.367881034483,148.165856435644,162.313535772358,241.237478767123,11.2878815498539,9.65413614225038,15.8711690510643,11.4073233484884,18.9324519520115,54.1601,43.625625,18.3682,35.561225,92.86635,237.6056,223.0961,243.7291,236.5197,313.8225,137,174,101,246,146,""
"ZNF180",0.841056738262164,0.967126933134389,0.998954676750967,0.970263447355194,0.986283292546451,0.999885087340636,0.999410090150359,0.69760136894561,0.909685168061589,0.896463312616499,236.867283941606,248.715177586207,245.410196039604,243.622051219512,234.148978767123,6.4904415765415,8.55427416485353,9.33623423339812,6.11596214465134,9.63985798934071,188.8979,193.804775,189.0694,184.833425,170.46,275.7191,286.14045,292.9029,276.413725,270.9474,137,174,101,246,146,"cg10488637 cg15540054"
"ZNF641",0.552527587809573,0.992335816686971,0.349275694020204,0.935762469733376,0.0732320061062623,0.999487310618735,0.798044216607616,0.99642564035207,0.58237529251746,0.234634013385618,179.266941605839,165.782272988506,183.744241584158,185.761972357724,168.925647260274,6.04480997869611,5.61778121940787,7.51977367367118,4.76844013075449,7.76123657862989,129.8975,117.4657,127.3524,138.020475,103.7993,228.384,210.4387,228.4092,226.5056,217.494525,137,174,101,246,146,"cg05795313 cg14577211"
"ZNF610",0.967738252676458,0.950875065286621,0.999806726396564,0.975599162680761,0.999976866937549,0.998904538156395,0.486621189053715,0.827552882633306,0.94385459786591,0.732206801288946,121.929077372263,127.775252873563,129.479102970297,126.983446747967,137.218769178082,5.27020425255599,6.28827006582049,8.04279368073533,4.48836734077985,8.33692185526935,77.1429,72.3322,73.4974,75.8904,67.1158,166.6667,163.383825,170.0015,168.352675,174.741925,137,174,101,246,146,"cg07703337 cg15062535"
"ZNF528",0.990157319220174,0.391232897524233,0.608694327298322,0.983796329711934,0.999999650249956,0.573427492356541,0.000234793582445825,7.83261151471315e-06,1.6300509042555e-07,9.67101807747284e-07,325.923460583942,336.906020114943,373.64425049505,337.622992276423,222.155443835616,15.1274569604629,15.0212923923325,31.4977584269493,12.4028943568451,12.6255210443425,177.7316,185.138925,171.9424,182.581325,99.16435,452.873,447.5668,503.393,437.495775,302.968975,137,174,101,246,146,""
"ZNF701",0.994395859442398,0.971036133189656,0.998524877742013,0.707054932447481,0.89471805516842,0.991099237236944,0.000819552116940292,4.96200303313765e-05,0.0002209011183536,9.13461248863712e-08,217.897659854015,222.662125287356,226.364600990099,231.927155691057,169.423367808219,10.1955050690204,8.59377334975577,12.0125901544074,5.73991705690735,6.58208679725057,162.1946,161.93865,150.9221,176.689325,115.1212,238.3328,253.013,281.2135,278.90945,211.22035,137,174,101,246,146,""
"ZNF283",0.999972136242705,0.548565828691632,0.439667403433366,0.818657923946176,0.70364055913082,0.952442724326772,0.32539876944071,0.218167120533391,0.999698043028378,0.832096964942117,79.6494759124088,79.1562896551724,87.8269316831683,84.3515207317073,88.8439020547945,2.15586760376987,4.39096243948664,3.66801658638884,2.15770180886866,3.49064897001885,61.9112,57.759075,60.4897,60.4881,61.93835,91.4656,90.587,103.0964,99.452625,105.0837,137,174,101,246,146,""
"ZNF558",0.995249796619128,0.307525305234527,0.459852221753243,0.577316003385492,0.782963477435012,0.931308524961978,0.0528017190281187,0.0956193611462752,0.982081466076907,0.50932640127102,398.651972992701,406.605103448276,443.955608910891,426.996022357724,456.735660958904,11.4063673668417,10.1781098465829,19.9219120102456,11.781739605385,19.3785450494065,296.7173,322.6475,330.3571,310.27005,305.245675,465.5724,489.777275,526.8204,512.0611,556.0337,137,174,101,246,146,"cg04301375 cg15751406"
"ZNF597",0.858096195814255,0.863300601406017,0.298316835693211,0.99003048214579,0.968324392131586,0.553814125369201,0,0,0,0,78.3806394160584,74.4261045977012,82.8677594059406,76.6369113821138,46.5794780821918,3.00093799349257,2.63048807060198,3.72907894503818,2.20261017848547,2.75283335069568,57.2666,54.7253,56.2825,55.50295,13.005875,94.1416,89.557475,104.6994,88.73485,69.679925,137,174,101,246,146,"cg14654875 cg24333473"
"ZNF30",0.000282809428646891,0.00667165550122961,0.998486647379799,0.223433181820342,0.0726676094109402,0.335737695466489,0.153607729013163,0,4.42509414888548e-07,2.62518155174085e-05,143.690397080292,177.777167816092,175.214755445545,159.543117479675,124.464684931507,5.21960375747912,6.05043411272281,8.43166084926761,4.36752948700786,5.10074144617448,109.2038,124.586,116.7934,113.947825,86.994075,167.5342,208.18365,215.7773,185.19455,151.2124,137,174,101,246,146,""
"ZNF354A",0.931206917530343,0.854820280605059,0.38697822265227,0.992615636482101,0.63608914119299,0.952000180021507,0.00178029539371405,2.00764149604904e-05,0.108259939615966,0.00132486076548277,334.128516788321,320.657832758621,353.536797029703,340.967408536585,400.031594520548,10.0907447025332,7.39567872902621,10.7933507119524,9.06317652164114,19.1745434202416,267.1419,256.2565,280.3649,254.0642,257.788675,384.3178,368.2511,439.3196,383.99135,475.524375,137,174,101,246,146,"cg10224037"
"ZNF764",0.00145281028535882,0.381878833839129,0.499349353980674,0.941604717779954,0.00353841004869915,0.693384242772036,0.000330013111646821,0,2.27401076746681e-07,4.47572783612848e-07,236.647420437956,277.214431034483,258.543258415842,244.226697154472,190.341538356164,7.28673663387174,8.00855457578178,10.9883022378774,5.52057818749856,6.86655705638459,177.0124,207.50795,192.9467,182.17385,142.661425,278.8148,324.5444,305.7996,285.593575,209.193775,137,174,101,246,146,"cg09438266 cg24243406"
"ZNF747",0.00118075873024837,0.998415243869624,0.0118761703763648,0.914301691218391,1.07198004350995e-06,0.810789919603877,0,0,0,0,318.667658394161,374.148317816092,323.491996039604,307.231791056911,219.401134246575,9.37762023683432,11.8101331757041,13.8115708246944,7.45085370161668,8.63435321277579,250.471,277.650075,252.342,227.5637,152.156,374.8181,440.0098,367.3875,364.67735,267.654125,137,174,101,246,146,"cg13669583 cg13951948"
"ZNF778",0.661629348358334,0.0983886068301598,0.00134933185989505,0.917197548112958,0.100860591345325,0.275837710767028,0,0,0.00277527691270119,0,80.9195218978102,73.4011833333333,96.7504138613861,85.3082235772358,119.707757534247,2.81247204660346,2.87338689794872,5.00882797922008,3.09186005591638,5.67489113143103,57.6577,48.1232,62.5401,55.7549,70.613375,100.2692,88.15165,111.422,103.3397,146.964075,137,174,101,246,146,""
"ZNF212",0.998026438858569,0.962626993213561,0.862012241524046,0.978466678797002,0.998922208213091,0.713030408187592,0.00333013960099637,0.00477280872648222,0.00074225953622542,0.00464342843771148,320.953935766423,325.041737931035,310.755584158416,328.080300813008,370.331847260274,9.77592833283135,6.97158926386825,14.5596105384645,5.8709765350944,12.4371932997268,249.6838,272.865725,221.177,273.501425,264.437725,359.9971,371.2359,336.1244,377.035725,453.7285,137,174,101,246,146,"cg06815817 cg17327630"
"ZNF282",0.128065313532201,0.99404850686442,0.420279379156614,0.559824313465555,0.806534524211071,0.89621841294776,0.00731502145862784,0.774421173974857,0.0592441116248191,0.149542908498206,662.873139416058,732.670778735632,676.817364356436,704.433880487805,766.393473287671,20.9811900335214,18.9538143518801,30.7754075144672,13.9020752694738,25.1793289629785,524.2698,567.09415,497.8728,567.637425,549.42045,734.9362,828.057,728.1288,799.67105,921.476375,137,174,101,246,146,"cg10162464 cg26024206"
